full_id,osm_id,osm_type,healthcare,leisure,operator,check_date,shop,opening_hours,healthcare:speciality,fax,building,wikipedia,wikidata,wheelchair,website,toilets:wheelchair,phone,name,emergency,amenity,addr:street,addr:province,addr:housenumber,addr:city,office,instagram,opening_hours:signed,check_date:opening_hours,operator:type,internet_access,email,contact:facebook,payment:debit_cards,payment:credit_cards,payment:cash,dispensing,level,description,drive_through,addr:postcode,addr:unit,branch,name:en,website:fr,website:en,brand:wikipedia,brand:wikidata,brand,layer,path,longitude,latitude
n32555840,32555840,node,pharmacy,,,,,,,,,,,,https://www.shoppersdrugmart.ca/en/store-locator/store/208,,,Shoppers Drug Mart,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,https://www.shoppersdrugmart.ca/fr/store-locator/store/208,https://www.shoppersdrugmart.ca/en/store-locator/store/208,en:Shoppers Drug Mart,Q1820137,Shoppers Drug Mart,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.335011,48.4270971
n32555843,32555843,node,pharmacy,,Rexall,2025-08-01,,,,,,,,yes,,,,I.D.A. Cridge Family,,pharmacy,Fort Street,,641,,,,,,,,,,,,,,,,,,,,I.D.A,,,,Q65553883,I.D.A.,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.366774,48.4246869
n247822977,247822977,node,pharmacy,,IDA,,,"Mo-Fr 09:00-19:00; Sa,Su 10:00-17:00",,,,,,,,,,I.D.A.,,pharmacy,,,,,,,,,,,,,,,,,,,,,,Forbes Pharmacy,,,,,Q65553883,I.D.A.,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.330457,48.4291697
n466988572,466988572,node,pharmacy,,,,,,,,,,,,https://www.heartpharmacy.com,,+1-250-598-9232,Heart Pharmacy IDA,,pharmacy,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.337687,48.4124149
n466996274,466996274,node,pharmacy,,,,,,,,,,,,,,,Rexall,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,en:Rexall (Canada),Q39045377,Rexall,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.357004,48.4139867
n1521664825,1521664825,node,pharmacy,,,2025-10-26,supermarket,,,,,,,yes,,,,Save-On-Foods,,pharmacy,Wilson Street,,172,,,,,,,,,,,,,,,,no,V9A 7N6,,,,,,en:Save-On-Foods,Q7427974,Save-On-Foods,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.380311,48.4326456
n2322055552,2322055552,node,optometrist,,,,,Mo-Fr 08:30-16:00; PH off,,,,,,,https://downtownvictoriaoptometry.ca/,,+1 250 361-4478,Downtown Victoria Optometry,,clinic,Quadra Street,,1126,,,,,,,,,,,,,,,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3597718,48.4246384
n3219691299,3219691299,node,alternative,,,,,"Mo-Tu 09:00-18:00, We-Th 09:00-19:00, Fr 13:00-18:00, Sa 09:00-14:00, Su 11:00-16:00",acupuncture,,,,,,https://hemma.ca/,,+1 778 265-6666,Hemma Community Acupuncture,,clinic,Haultain Street,,1508,,,,,,,,,,,,,,,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3395067,48.4362657
n3301490351,3301490351,node,clinic,,,,,,ophthalmology,,,,,,http://www.lasikmd.com/victoria,,+1-250-412-1111,LASIK MD,,clinic,Douglas Street,,1675,,,,,,,,,,,,,,,,,V8W 2G5,,,,,,,Q3205934,LASIK MD,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.364191,48.4290325
n3489882132,3489882132,node,clinic,,,,,"Su 10:00-13:00; Mo 08:00-12:00; Tu 15:00-19:00; We 08:00-12:00,15:00-19:00; Th 15:00-19:00; Fr 15:00-19:00",,,,,,,https://stillpoint-clinic.com/,,+1-250-590-7818,Stillpoint Community Acupuncture,,clinic,Russell Street,,1008,Victoria,,,,,,,,,,,,,,,,V9A 3X6,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.387345,48.4356751
n4076764082,4076764082,node,pharmacy,,,,,Mo-Fr 08:30-17:00; Sa 09:00-17:00,,,,,,,,,,Rexall,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,en:Rexall (Canada),Q39045377,Rexall,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.369127,48.4443669
n4076921068,4076921068,node,dentist,,,,,,,,,,,,,,,Westside Dentistry,,dentist,Wilson Street,,173,,,,,,,,,,,,,,,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.380329,48.4328916
n4076987139,4076987139,node,physiotherapist,,,,,,,,,,,,,,,Physiotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3803987,48.4330299
n4336460110,4336460110,node,pharmacy,,,,,,,,,,,,www.WeCompound.com,,,Victoria Compounding Pharmacy,,pharmacy,Fort Street,,1089,,,,,,,,,,,,,,,"Pharmacy, sterile laboratory, veterinary compounding",,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3545838,48.4233201
n4356805009,4356805009,node,dentist,,,,,,,,,,,,,,,Mayfair Dental Centre,,dentist,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3709845,48.447096
n4680520557,4680520557,node,optometrist,,,,optician,"Mo 08:00-17:00; Tu 08:30-17:00; We,Th 08:30-18:00; Fr 09:00-17:00",,,,,,,https://www.victoriavisioneyecare.ca/,,+1-250-383-2821,Victoria Vision Eye Care,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.361139,48.4234306
