edge_id,from_node,to_node,length,geometry_wkt,full_id,osm_id,osm_type,highway,surface,source:maxspeed,sidewalk:both,oneway:bicycle:conditional,oneway:bicycle,oneway,name,motor_vehicle:conditional,maxspeed,lit,lanes,foot,bicycle,X,Y,FID,Rotation,Direction,Volume,Label,Year,Neighbourh,n,distance,feature_x,feature_y,nearest_x,nearest_y,cycleway:right,cycleway:left,sidewalk,ref,cycleway,busway,NHS,cycleway:both,parking:right,parking:left:orientation,parking:left,maxspeed:type,lane_markings,sidewalk:left,parking:both:orientation,parking:both,parking:right:orientation,cycleway:both:lane,sidewalk:right,oneway:bus,width,source:width,lanes:forward,lanes:backward,turn:lanes:both_ways,lanes:both_ways,parking:lane:left,parking:condition:left,smoothness,turn:lanes:forward,layer,bridge,parking:both:private,parking:both:access,railway,maxspeed:forward,maxspeed:backward,noname,junction,turn:lanes,construction,living_street,parking:both:maxstay:conditional,old_name,name:str-fonnapa,name:str,name:en,alt_name,cycleway:lane,bicycle_road,parking:right:maxstay,parking:right:access,access,parking:right:private,turn:lanes:backward,parking:lane:right,sidewalk:both:surface,cycleway:left:oneway,proposed:cycleway,geobase:acquisitionTechnique,attribution,motor_vehicle,horse,sidewalk:right:surface,sidewalk:left:surface,shoulder,construction:cycleway,cycleway:right:lane,source:cycleway,maxheight,parking:left:restriction,cycleway:oneway,cycleway:right:oneway,hgv,bridge:movable,hazard,shoulder:left,bus,service,parking:left:maxstay,parking:left:access,maxspeed:advisory
E10,N19,N20,293.0694300907352,"LINESTRING (-13733172.660077538 6179011.978855992, -13733154.448208846 6179012.247293962, -13733150.707873955 6179012.314403454, -13733115.898269186 6179012.901611544, -13733065.036393842 6179013.757257692, -13732974.12176571 6179015.300776449, -13732957.59082133 6179015.569214522, -13732904.380104728 6179016.491970463, -13732901.652777204 6179016.542302608, -13732879.633781925 6179016.995291927)",w4290381,4290381,way,unclassified,asphalt,,separate,,,,Discovery Street,,30,,2,,,-13732925.9544581,6178983.33523872,395.0,91.3234888253,Left,12910.0,12910(81),1981.0,Downtown,1.0,0.00019538503912557644,-123.3649750537192,48.43193194415176,-123.36497280571379,48.431736572045295,,,,,,,,no,,,,sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E11,N21,N22,289.10947529086866,"LINESTRING (-13732885.121832822 6179156.919811524, -13732904.914438285 6179156.2990382, -13732909.66778054 6179156.030595696, -13732956.243855488 6179155.074269341, -13732975.24609257 6179154.671605645, -13733045.555482952 6179153.161616955, -13733122.610834481 6179151.517407351, -13733154.926882658 6179150.795968544, -13733159.23494695 6179150.762413253, -13733163.175656924 6179150.695302668, -13733174.151758717 6179150.342972117)",w4290382,4290382,way,tertiary,asphalt,,separate,,,,Pembroke Street,,30,,,,,-13733214.1292644,6179145.1560342,396.0,91.3234888253,Left,8070.0,8070(89),1989.0,Burnside,1.0,0.000360452304925978,-123.3672024,48.432732,-123.36756152404375,48.43270108422209,,,,,,,,no,,,,sign,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12,N23,N24,206.81087899832747,"LINESTRING (-13733178.35963547 6179289.766342867, -13733162.919622097 6179288.793223593, -13732971.96216759 6179276.696353612)",w4290386,4290386,way,tertiary,asphalt,,,,,,Princess Avenue,,30,,,,,-13733144.9600099,6179316.46630261,397.0,91.7201387144,Right,10140.0,10140(89),1989.0,Burnside,1.0,0.00017156679004420923,-123.3669473708235,48.43355072179455,-123.36694016605867,48.43372213723963,,,,,,,,no,,,,sign,no,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E13,N25,N26,291.8776176358104,"LINESTRING (-13733182.756755356 6179410.4004374845, -13733165.034692422 6179409.5111952135, -13732913.18547645 6179392.917615912, -13732910.057398759 6179392.766612812, -13732891.489307694 6179391.575366219)",w4290400,4290400,way,tertiary,asphalt,,separate,,,,Queens Avenue,,30,,,,,-13733144.9600099,6179316.46630261,397.0,91.7201387144,Right,10140.0,10140(89),1989.0,Burnside,1.0,0.0005461579306156235,-123.36691631374137,48.43426777407135,-123.36694016605867,48.43372213723963,,,,,,,,no,,,,sign,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E14,N27,N28,140.83930288963245,"LINESTRING (-13732937.464257393 6179525.985944033, -13732916.703172361 6179523.855089477, -13732912.539823404 6179523.402073225, -13732797.35754628 6179511.640437435)",w4290401,4290401,way,unclassified,asphalt,,,,,,Field Street,,30,,,,,-13733003.4366357,6179611.31758892,382.0,355.132510795,Right,9710.0,9710(90),1990.0,Burnside,1.0,0.0007809442874491111,-123.3650762,48.4349709,-123.36566883995762,48.435479478273955,,,both,,,,,no,,,,,no,,parallel,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E15,N29,N30,82.77644712945188,"LINESTRING (-13734279.409586957 6179464.594056559, -13734199.660303751 6179486.774949858)",w4290403,4290403,way,secondary,asphalt,sign,separate,,,,Bay Street,,50,,2,,,-13734497.6382292,6179453.28862296,600.0,16.7787752562,Left,10610.0,10610(16),2016.0,Victoria West,1.0,0.0019615389108572938,-123.3771311,48.434605,-123.3790914812476,48.43453761852726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E16,N31,N32,220.12910249482385,"LINESTRING (-13733024.616286734 6179761.993966059, -13733003.677090518 6179769.124979839, -13732897.033018336 6179805.400958769, -13732816.671477934 6179834.193658778)",w4290407,4290407,way,unclassified,asphalt,,,,,,Kings Road,,30,,,,,-13733083.2642024,6179805.4727716,379.0,289.2623590827,Right,12600.0,12600(89),1989.0,Burnside,1.0,0.0005871209963555182,-123.3658591,48.4363775,-123.36638594319022,48.43663662799399,,,both,,shared_lane,,,shared_lane,lane,,,sign,,,,,parallel,pictogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E17,N33,N34,289.63219167896403,"LINESTRING (-13733191.16137691 6180216.075269937, -13733172.125743983 6180223.139544564, -13733168.385409094 6180224.53226448, -13733126.25098183 6180240.305252914, -13733081.611866022 6180256.564885372, -13733008.541752264 6180283.64756185, -13732916.402609734 6180306.41788369)",w4290415,4290415,way,unclassified,asphalt,,,,,,Market Street,,30,,,,,-13732970.4237191,6180384.1519331,593.0,281.108492593,Right,703.0,703(15),2015.0,Burnside,1.0,0.0005356637275617003,-123.36528561573115,48.43955674763233,-123.36537227988208,48.44008535424785,,,both,,,,,no,,,,sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E18,N35,N36,429.5158539357428,"LINESTRING (-13733311.275107475 6180546.961439501, -13733333.004672078 6180542.581757756, -13733337.134625189 6180541.860201209, -13733533.479943048 6180503.181503635, -13733732.84201911 6180464.7211245885)",w4290417,4290417,way,unclassified,asphalt,,,,,,Garbally Road,,30,,,,,-13733569.1390734,6180526.47604217,344.0,10.4659435626,Both,1260.0,1260(81),1981.0,Burnside,1.0,0.00017836186230921574,-123.37072798927974,48.44075660162325,-123.37075063141812,48.44093352049589,,,,,,,,,,,,sign,,,,,,,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E19,N37,N38,191.0614253653202,"LINESTRING (-13733412.77621918 6180824.916419881, -13733393.428891681 6180828.927065807, -13733386.82764588 6180830.286322802, -13733225.681551006 6180863.646920502)",w4290440,4290440,way,unclassified,asphalt,,,,,,Summit Avenue,,30,,,,,-13733498.2918453,6180918.89276947,354.0,291.7031265984,Right,22980.0,22980(90),1990.0,Burnside,1.0,0.0009506567380299643,-123.369346,48.442712,-123.37011419993972,48.443272015255296,,,both,,,,,no,,,,sign,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E20,N39,N40,234.0638820411992,"LINESTRING (-13733458.62871744 6180940.974200359, -13733438.368570117 6180945.2366185635, -13733432.357317613 6180946.511988204, -13733363.95149052 6180961.010940699, -13733283.979568334 6180976.684604585, -13733275.09627297 6180985.377291413, -13733261.927177208 6181007.713174094, -13733253.066145742 6181022.732451933)",w4290441,4290441,way,unclassified,asphalt,,,,,,Spruce Avenue,,30,,,,,-13733498.2918453,6180918.89276947,354.0,291.7031265984,Right,22980.0,22980(90),1990.0,Burnside,1.0,0.0003798212633430325,-123.3697579,48.4434036,-123.37011419993972,48.443272015255296,,,both,,,,,no,,,,sign,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E21,N41,N42,164.62134507821287,"LINESTRING (-13733526.277571993 6181104.155857927, -13733506.585154073 6181107.293997345, -13733500.8076725 6181108.216979747, -13733462.302260635 6181115.584061042, -13733433.470512519 6181120.266104628, -13733379.513955332 6181130.771344399, -13733364.352240687 6181133.724896571)",w4290442,4290442,way,unclassified,asphalt,,,,,,Larch Street,,30,,,,,-13733475.7254561,6181092.71230039,353.0,290.7333021056,Left,21530.0,21530(90),1990.0,Burnside,1.0,0.00012002502000132905,-123.36992659440678,48.44442687830454,-123.36991148261647,48.444307808412375,,,,,,,,no,,,,sign,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E22,N43,N44,244.47654262225498,"LINESTRING (-13733914.82712266 6181071.314543077, -13733902.437263336 6181076.734945549, -13733894.900933806 6181080.02410786, -13733833.986908445 6181106.673081969, -13733689.638924735 6181166.465762215)",w4290443,4290443,way,secondary,asphalt,sign,separate,,,,Finlayson Street,,50,yes,4,,,-13733821.0808815,6181150.49143913,351.0,21.9348826355,Left,6580.0,6580(89),1989.0,Burnside,1.0,0.0002210606930022235,-123.37295529221524,48.444438950276634,-123.37301386318737,48.444652110477456,,,,,,,,lane,,,,,,,,,,exclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E23,N45,N46,468.51454683887215,"LINESTRING (-13734053.47554844 6181173.799330599, -13734042.176620128 6181178.917728749, -13733940.79795986 6181221.559978386, -13733619.08463147 6181349.25305972)",w4290444,4290444,way,unclassified,asphalt,,,,,,Frances Avenue,,30,,,,,-13734002.7243856,6181174.82699416,350.0,323.8014293721,Left,7920.0,7920(85),1985.0,Burnside,1.0,0.000118726284463744,-123.37467750236053,48.44491148204699,-123.37464559454733,48.4447971237413,,,both,,,,,no,,,,sign,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E24,N47,N48,681.5492771855902,"LINESTRING (-13733721.198000373 6181600.331866412, -13733747.11317783 6181595.532081892, -13733790.50551534 6181587.493287998, -13733876.911704095 6181571.499635016, -13734013.689962434 6181550.034957981, -13734057.96172392 6181543.103842383, -13734153.997048628 6181529.426233711, -13734177.696968218 6181520.699427378, -13734183.006907929 6181518.114951832, -13734229.427135589 6181495.626691205, -13734249.831998251 6181478.676623531, -13734321.1766599 6181387.465699494, -13734325.40680055 6181382.061881449, -13734332.175025592 6181373.402354086)",w4290445,4290445,way,unclassified,asphalt,,,,,,Alpha Street,,30,,,,,-13733633.0023607,6181487.69972806,611.0,292.6571592242,Left,16258.0,16258(16),2016.0,Burnside,1.0,0.0010383258865173776,-123.3721166,48.4473326,-123.37132432508888,48.44666146580193,,,both,,,,,no,,,,sign,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E25,N49,N50,565.7264724665793,"LINESTRING (-13731551.36961778 6182044.139007255, -13731661.653837308 6182025.929100622, -13731694.27044811 6182020.541661048, -13731717.836784314 6182016.64793737, -13731754.449764833 6182010.605955876, -13731858.533488726 6181993.419898598, -13732075.005370522 6181957.671667819, -13732109.536676569 6181951.965391338)",w4290447,4290447,way,residential,asphalt,,,,,,Tolmie Avenue,,30,,,,,-13732166.9325232,6181954.04808835,599.0,8.894253883,Both,985.0,985(15),2015.0,Hillside/Quadra,1.0,0.0005157449774093274,-123.3576388,48.4494278,-123.35815439566275,48.44944020944313,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E26,N51,N52,857.4108905042307,"LINESTRING (-13732090.100293474 6181087.710012497, -13732110.271385206 6181196.454558833, -13732126.980440775 6181286.572618433, -13732131.154921677 6181310.503570534, -13732159.452336239 6181470.302295604, -13732162.480226388 6181487.185217643, -13732165.10736637 6181501.282315344, -13732240.025383675 6181896.077650101, -13732246.448518293 6181930.734719744)",w4290823,4290823,way,residential,asphalt,,,,,,Jackson Street,,30,,2,,designated,-13732150.0955869,6181526.69425411,368.0,10.2589833082,Left,6890.0,6890(92),1992.0,Hillside/Quadra,1.0,0.00017130083823838752,-123.35816784035893,48.446846703804376,-123.35800314689058,48.44689382109063,,,both,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E27,N53,N54,503.71978701905175,"LINESTRING (-13732276.471384961 6181053.79475186, -13732227.47967706 6180816.4252677895, -13732179.000038823 6180559.613866068)",w4290824,4290824,way,residential,asphalt,,,,,,Fifth Street,,30,,2,,,-13732235.4809219,6180852.4308481,641.0,9.3453097023,Left,385.0,385(16),2016.0,Hillside/Quadra,1.0,4.887588646938552e-06,-123.35876550948936,48.44287741413926,-123.3587701764053,48.442875962099876,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E28,N55,N56,446.4014763652233,"LINESTRING (-13732075.005370522 6181957.671667819, -13732064.496810589 6181911.434155097, -13731999.174533393 6181532.749135395, -13731996.71437265 6181518.249210283)",w4290825,4290825,way,residential,asphalt,,,,,,Somerset Street,,30,,2,,,-13731987.6080272,6181486.84195398,369.0,10.5214664873,Right,6840.0,6840(92),1992.0,Hillside/Quadra,1.0,0.00020424310047751574,-123.3566253,48.4468435,-123.35654349630701,48.44665635460223,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E29,N57,N58,313.533688915025,"LINESTRING (-13731980.450595044 6181839.737135967, -13731983.300374005 6181825.438083506, -13731967.971680123 6181747.196509951, -13731960.925156359 6181723.264331678, -13731925.046884475 6181532.32957703)",w4290826,4290826,way,residential,asphalt,,,,,,Blackwood Street,,30,,2,,,-13731987.6080272,6181486.84195398,369.0,10.5214664873,Right,6840.0,6840(92),1992.0,Hillside/Quadra,1.0,0.0006239434723972131,-123.3559815,48.4469274,-123.35654349630701,48.44665635460223,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E30,N57,N59,422.9429296673322,"LINESTRING (-13731980.450595044 6181839.737135967, -13731968.728652662 6181849.471246438, -13731899.3766099 6181861.353589461, -13731851.186402332 6181832.352645786, -13731802.183562486 6181570.8283385895, -13731799.422839116 6181556.059830596)",w4290827,4290827,way,residential,,,,,,,Stevenson Place,,30,,2,,,-13731987.6080272,6181486.84195398,369.0,10.5214664873,Right,6840.0,6840(92),1992.0,Hillside/Quadra,1.0,0.0017389934541791044,-123.35486970072307,48.44712806063024,-123.35654349630701,48.44665635460223,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E31,N60,N61,378.63913965488274,"LINESTRING (-13731744.486670408 6181952.133222943, -13731686.021673843 6181637.840765111, -13731676.503857382 6181594.004878295, -13731673.598418672 6181580.209710935)",w4290828,4290828,way,residential,,,,,,,Mars Street,,30,,2,,,-13731495.9112112,6181650.94967843,123.0,11.0961693963,Left,6640.0,6640(92),1992.0,Hillside/Quadra,1.0,0.001650908169007556,-123.3537227,48.4472127,-123.35212650865735,48.44763421035589,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E32,N62,N63,297.22260921265365,"LINESTRING (-13730915.022880608 6181697.687519789, -13730633.072874328 6181685.788622306, -13730618.067006968 6181685.100534244)",w4290830,4290830,way,residential,asphalt,,,,,,Finlayson Place,,30,yes,2,,,-13730584.5647046,6181695.59250821,118.0,71.7394404238,Right,4320.0,4320(92),1992.0,Oaklands,1.0,0.0003073809481393744,-123.3442407,48.4478377,-123.34393974369729,48.44790021680685,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E33,N64,N65,615.4303329947843,"LINESTRING (-13731187.911480341 6181673.184871723, -13730966.207582477 6181719.421091921, -13730950.088520208 6181724.606948596, -13730940.247877223 6181727.778881904, -13730919.208493464 6181735.649980769, -13730874.591641555 6181753.691439494, -13730855.65619617 6181761.646476217, -13730834.794923592 6181768.057502776, -13730812.920643654 6181773.276954662, -13730790.957308121 6181776.130032607, -13730774.99409314 6181777.2880468685, -13730761.769337635 6181777.2544812355, -13730740.874669213 6181776.801345203, -13730721.260174934 6181776.348209195, -13730611.28764998 6181771.4308459135, -13730602.32643097 6181771.0280586025, -13730587.042264886 6181770.491008884)",w4290831,4290831,way,tertiary,asphalt,sign,separate,,,,Finlayson Street,,50,,2,,,-13730782.4937393,6181807.29922437,119.0,359.5006198368,Left,8830.0,8830(92),1992.0,Oaklands,1.0,0.00018185182878628802,-123.34570903038703,48.44838417887259,-123.34571777046769,48.448565820549035,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E34,N66,N67,10.66575407557091,"LINESTRING (-13729358.587156184 6181344.084213388, -13729349.492353786 6181349.6558270985)",w4290838,4290838,way,tertiary,asphalt,,,,,,Lansdowne Road,,50,,,,,-13729370.2858058,6181220.87334482,114.0,89.0006198368,Right,7193.0,7193(14),2014.0,North Jubilee,1.0,0.0007416746648442075,-123.3329266,48.4458057,-123.33303169075754,48.44507150844383,,,both,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
